"","country_code","month","edits","edits_ns0"
"1773","XK","2020-11","1 - 100","1 - 100"
"1774","XK","2020-12","1 - 100","1 - 100"
"1775","XK","2021-01","1 - 100","1 - 100"
"1776","XK","2021-02","1 - 100","1 - 100"
"1777","XK","2021-03","1 - 100","1 - 100"
"1778","XK","2021-04","1 - 100","1 - 100"
"1779","XK","2021-05","1 - 100","1 - 100"
"1780","XK","2021-06","1 - 100","1 - 100"
"1781","XK","2021-07","1 - 100","1 - 100"
"1782","XK","2021-08","1 - 100","1 - 100"
"1783","YT","2020-11","1 - 100","1 - 100"
"1784","YT","2020-12","1 - 100","0"
"1785","YT","2021-02","1 - 100","1 - 100"
"1786","YT","2021-04","1 - 100","1 - 100"
"1787","YT","2021-05","1 - 100","1 - 100"
"1788","ZA","2020-09","> 1000","> 1000"
"1789","ZA","2020-10","> 1000","> 1000"
"1790","ZA","2020-11","> 1000","> 1000"
"1791","ZA","2020-12","> 1000","> 1000"
"1792","ZA","2021-01","> 1000","> 1000"
"1793","ZA","2021-02","> 1000","> 1000"
"1794","ZA","2021-03","> 1000","> 1000"
"1795","ZA","2021-04","> 1000","> 1000"
"1796","ZA","2021-05","> 1000","> 1000"
"1797","ZA","2021-06","> 1000","> 1000"
"1798","ZA","2021-07","> 1000","> 1000"
"1799","ZA","2021-08","> 1000","> 1000"
"1800","ZM","2020-09","1 - 100","1 - 100"
"1801","ZM","2020-10","1 - 100","1 - 100"
"1802","ZM","2020-11","1 - 100","1 - 100"
"1803","ZM","2020-12","1 - 100","1 - 100"
"1804","ZM","2021-01","1 - 100","1 - 100"
"1805","ZM","2021-02","1 - 100","1 - 100"
"1806","ZM","2021-03","1 - 100","1 - 100"
"1807","ZM","2021-04","1 - 100","1 - 100"
"1808","ZM","2021-05","1 - 100","1 - 100"
"1809","ZM","2021-06","101 - 200","101 - 200"
"1810","ZM","2021-07","101 - 200","101 - 200"
"1811","ZM","2021-08","401 - 500","401 - 500"
"1812","ZW","2020-09","1 - 100","1 - 100"
"1813","ZW","2020-10","201 - 300","201 - 300"
"1814","ZW","2020-11","1 - 100","1 - 100"
"1815","ZW","2020-12","1 - 100","1 - 100"
"1816","ZW","2021-01","1 - 100","1 - 100"
"1817","ZW","2021-02","101 - 200","101 - 200"
"1818","ZW","2021-03","1 - 100","1 - 100"
"1819","ZW","2021-04","301 - 400","301 - 400"
"1820","ZW","2021-05","201 - 300","201 - 300"
"1821","ZW","2021-06","201 - 300","201 - 300"
"1822","ZW","2021-07","1 - 100","1 - 100"
"1823","ZW","2021-08","101 - 200","101 - 200"
