"","country_code","month","active_editors","active_editors_ns0"
"701","JO","2020-10","21 - 30","21 - 30"
"702","JO","2020-11","31 - 40","31 - 40"
"703","JO","2020-12","21 - 30","21 - 30"
"704","JO","2021-01","21 - 30","21 - 30"
"705","JO","2021-02","41 - 50","41 - 50"
"706","JO","2021-03","11 - 20","11 - 20"
"707","JO","2021-04","21 - 30","21 - 30"
"708","JO","2021-05","21 - 30","21 - 30"
"709","JO","2021-06","11 - 20","11 - 20"
"710","JO","2021-07","21 - 30","21 - 30"
"711","JO","2021-08","21 - 30","21 - 30"
"712","JP","2020-09","> 100","> 100"
"713","JP","2020-10","> 100","> 100"
"714","JP","2020-11","> 100","> 100"
"715","JP","2020-12","> 100","> 100"
"716","JP","2021-01","> 100","> 100"
"717","JP","2021-02","> 100","> 100"
"718","JP","2021-03","> 100","> 100"
"719","JP","2021-04","> 100","> 100"
"720","JP","2021-05","> 100","> 100"
"721","JP","2021-06","> 100","> 100"
"722","JP","2021-07","> 100","> 100"
"723","JP","2021-08","> 100","> 100"
"724","KE","2020-09","1 - 10","1 - 10"
"725","KE","2020-10","1 - 10","1 - 10"
"726","KE","2020-11","1 - 10","1 - 10"
"727","KE","2020-12","1 - 10","1 - 10"
"728","KE","2021-01","1 - 10","1 - 10"
"729","KE","2021-02","1 - 10","1 - 10"
"730","KE","2021-03","1 - 10","1 - 10"
"731","KE","2021-04","1 - 10","1 - 10"
"732","KE","2021-05","1 - 10","1 - 10"
"733","KE","2021-06","1 - 10","1 - 10"
"734","KE","2021-07","1 - 10","1 - 10"
"735","KE","2021-08","1 - 10","1 - 10"
"736","KG","2020-09","1 - 10","1 - 10"
"737","KG","2020-10","1 - 10","1 - 10"
"738","KG","2020-11","1 - 10","1 - 10"
"739","KG","2020-12","1 - 10","1 - 10"
"740","KG","2021-01","1 - 10","1 - 10"
"741","KG","2021-02","1 - 10","1 - 10"
"742","KG","2021-03","1 - 10","1 - 10"
"743","KG","2021-04","1 - 10","1 - 10"
"744","KG","2021-05","1 - 10","1 - 10"
"745","KG","2021-06","1 - 10","1 - 10"
"746","KG","2021-08","1 - 10","1 - 10"
"747","KH","2020-09","1 - 10","1 - 10"
"748","KH","2020-10","1 - 10","1 - 10"
"749","KH","2020-11","1 - 10","1 - 10"
"750","KH","2020-12","1 - 10","1 - 10"
"751","KH","2021-01","1 - 10","1 - 10"
"752","KH","2021-02","1 - 10","1 - 10"
"753","KH","2021-03","1 - 10","1 - 10"
"754","KH","2021-04","1 - 10","1 - 10"
"755","KH","2021-05","1 - 10","1 - 10"
"756","KH","2021-06","1 - 10","1 - 10"
"757","KH","2021-07","21 - 30","21 - 30"
"758","KH","2021-08","11 - 20","11 - 20"
"759","KM","2021-01","1 - 10","1 - 10"
"760","KM","2021-02","1 - 10","0"
"761","KR","2020-09","> 100","> 100"
"762","KR","2020-10","> 100","> 100"
"763","KR","2020-11","> 100","> 100"
"764","KR","2020-12","> 100","> 100"
"765","KR","2021-01","> 100","> 100"
"766","KR","2021-02","> 100","> 100"
"767","KR","2021-03","> 100","> 100"
"768","KR","2021-04","> 100","> 100"
"769","KR","2021-05","> 100","> 100"
"770","KR","2021-06","> 100","> 100"
"771","KR","2021-07","> 100","> 100"
"772","KR","2021-08","> 100","> 100"
"773","KW","2020-09","1 - 10","1 - 10"
"774","KW","2020-10","1 - 10","1 - 10"
"775","KW","2020-11","1 - 10","1 - 10"
"776","KW","2020-12","1 - 10","1 - 10"
"777","KW","2021-01","1 - 10","1 - 10"
"778","KW","2021-02","1 - 10","1 - 10"
"779","KW","2021-03","11 - 20","11 - 20"
"780","KW","2021-04","11 - 20","11 - 20"
"781","KW","2021-05","1 - 10","1 - 10"
"782","KW","2021-06","1 - 10","1 - 10"
"783","KW","2021-07","11 - 20","1 - 10"
"784","KW","2021-08","1 - 10","1 - 10"
"785","LB","2020-09","1 - 10","1 - 10"
"786","LB","2020-10","1 - 10","1 - 10"
"787","LB","2020-11","11 - 20","11 - 20"
"788","LB","2020-12","1 - 10","1 - 10"
"789","LB","2021-01","1 - 10","1 - 10"
"790","LB","2021-02","11 - 20","11 - 20"
"791","LB","2021-03","11 - 20","11 - 20"
"792","LB","2021-04","1 - 10","1 - 10"
"793","LB","2021-05","1 - 10","1 - 10"
"794","LB","2021-06","1 - 10","1 - 10"
"795","LB","2021-07","1 - 10","1 - 10"
"796","LB","2021-08","1 - 10","1 - 10"
"797","LC","2020-09","1 - 10","1 - 10"
"798","LC","2020-10","1 - 10","1 - 10"
"799","LC","2020-11","1 - 10","1 - 10"
"800","LC","2020-12","1 - 10","1 - 10"
"801","LC","2021-01","1 - 10","1 - 10"
"802","LC","2021-02","1 - 10","1 - 10"
"803","LC","2021-03","1 - 10","1 - 10"
"804","LC","2021-04","1 - 10","1 - 10"
"805","LC","2021-05","1 - 10","1 - 10"
"806","LC","2021-06","1 - 10","1 - 10"
"807","LC","2021-07","1 - 10","1 - 10"
"808","LC","2021-08","1 - 10","1 - 10"
"809","LI","2020-11","1 - 10","1 - 10"
"810","LK","2020-09","1 - 10","1 - 10"
"811","LK","2020-10","11 - 20","11 - 20"
"812","LK","2020-11","11 - 20","11 - 20"
"813","LK","2020-12","11 - 20","11 - 20"
"814","LK","2021-01","41 - 50","41 - 50"
"815","LK","2021-02","21 - 30","21 - 30"
"816","LK","2021-03","21 - 30","21 - 30"
"817","LK","2021-04","21 - 30","21 - 30"
"818","LK","2021-05","11 - 20","11 - 20"
"819","LK","2021-06","21 - 30","21 - 30"
"820","LK","2021-07","31 - 40","31 - 40"
"821","LK","2021-08","21 - 30","21 - 30"
"822","LR","2020-10","1 - 10","1 - 10"
"823","LR","2020-11","1 - 10","1 - 10"
"824","LR","2021-03","1 - 10","1 - 10"
"825","LR","2021-06","1 - 10","1 - 10"
"826","LT","2020-09","21 - 30","21 - 30"
"827","LT","2020-10","11 - 20","11 - 20"
"828","LT","2020-11","21 - 30","21 - 30"
"829","LT","2020-12","21 - 30","21 - 30"
"830","LT","2021-01","21 - 30","21 - 30"
"831","LT","2021-02","21 - 30","21 - 30"
"832","LT","2021-03","21 - 30","21 - 30"
"833","LT","2021-04","11 - 20","11 - 20"
"834","LT","2021-05","21 - 30","21 - 30"
"835","LT","2021-06","11 - 20","11 - 20"
"836","LT","2021-07","21 - 30","21 - 30"
"837","LT","2021-08","11 - 20","11 - 20"
"838","LU","2020-09","11 - 20","11 - 20"
"839","LU","2020-10","11 - 20","11 - 20"
"840","LU","2020-11","11 - 20","11 - 20"
"841","LU","2020-12","11 - 20","11 - 20"
"842","LU","2021-01","21 - 30","21 - 30"
"843","LU","2021-02","21 - 30","21 - 30"
"844","LU","2021-03","21 - 30","21 - 30"
"845","LU","2021-04","11 - 20","11 - 20"
"846","LU","2021-05","11 - 20","11 - 20"
"847","LU","2021-06","11 - 20","11 - 20"
"848","LU","2021-07","11 - 20","11 - 20"
"849","LU","2021-08","11 - 20","11 - 20"
"850","LV","2020-09","31 - 40","31 - 40"
"851","LV","2020-10","31 - 40","31 - 40"
"852","LV","2020-11","41 - 50","31 - 40"
"853","LV","2020-12","31 - 40","31 - 40"
"854","LV","2021-01","41 - 50","41 - 50"
"855","LV","2021-02","41 - 50","41 - 50"
"856","LV","2021-03","51 - 60","51 - 60"
"857","LV","2021-04","51 - 60","41 - 50"
"858","LV","2021-05","31 - 40","31 - 40"
"859","LV","2021-06","41 - 50","41 - 50"
"860","LV","2021-07","21 - 30","21 - 30"
"861","LV","2021-08","31 - 40","31 - 40"
"862","MA","2020-09","31 - 40","31 - 40"
"863","MA","2020-10","41 - 50","41 - 50"
"864","MA","2020-11","31 - 40","31 - 40"
"865","MA","2020-12","21 - 30","21 - 30"
"866","MA","2021-01","41 - 50","41 - 50"
"867","MA","2021-02","31 - 40","31 - 40"
"868","MA","2021-03","31 - 40","31 - 40"
"869","MA","2021-04","41 - 50","41 - 50"
"870","MA","2021-05","41 - 50","41 - 50"
"871","MA","2021-06","31 - 40","31 - 40"
"872","MA","2021-07","31 - 40","31 - 40"
"873","MA","2021-08","31 - 40","31 - 40"
"874","MC","2020-09","1 - 10","1 - 10"
"875","MC","2021-04","1 - 10","1 - 10"
"876","MC","2021-08","1 - 10","1 - 10"
"877","MD","2020-09","1 - 10","1 - 10"
"878","MD","2020-10","1 - 10","1 - 10"
"879","MD","2020-11","11 - 20","11 - 20"
"880","MD","2020-12","1 - 10","1 - 10"
"881","MD","2021-01","11 - 20","11 - 20"
"882","MD","2021-02","1 - 10","1 - 10"
"883","MD","2021-03","11 - 20","11 - 20"
"884","MD","2021-04","11 - 20","11 - 20"
"885","MD","2021-05","1 - 10","1 - 10"
"886","MD","2021-06","1 - 10","1 - 10"
"887","MD","2021-07","11 - 20","11 - 20"
"888","MD","2021-08","1 - 10","1 - 10"
"889","ME","2020-09","1 - 10","1 - 10"
"890","ME","2020-10","1 - 10","1 - 10"
"891","ME","2020-11","1 - 10","1 - 10"
"892","ME","2020-12","1 - 10","1 - 10"
"893","ME","2021-01","1 - 10","1 - 10"
"894","ME","2021-02","1 - 10","1 - 10"
"895","ME","2021-03","1 - 10","1 - 10"
"896","ME","2021-04","1 - 10","1 - 10"
"897","ME","2021-05","1 - 10","1 - 10"
"898","ME","2021-06","1 - 10","1 - 10"
"899","ME","2021-07","1 - 10","1 - 10"
"900","ME","2021-08","1 - 10","1 - 10"
"901","MG","2020-09","1 - 10","1 - 10"
"902","MG","2020-10","1 - 10","1 - 10"
"903","MG","2020-11","1 - 10","1 - 10"
"904","MG","2020-12","1 - 10","1 - 10"
"905","MG","2021-01","1 - 10","1 - 10"
"906","MG","2021-02","1 - 10","1 - 10"
"907","MG","2021-03","1 - 10","1 - 10"
"908","MG","2021-04","1 - 10","1 - 10"
"909","MG","2021-05","1 - 10","1 - 10"
"910","MG","2021-07","1 - 10","1 - 10"
"911","MG","2021-08","1 - 10","1 - 10"
"912","MK","2020-09","21 - 30","21 - 30"
"913","MK","2020-10","11 - 20","11 - 20"
"914","MK","2020-11","41 - 50","41 - 50"
"915","MK","2020-12","41 - 50","41 - 50"
"916","MK","2021-01","21 - 30","21 - 30"
"917","MK","2021-02","61 - 70","61 - 70"
"918","MK","2021-03","31 - 40","31 - 40"
"919","MK","2021-04","31 - 40","31 - 40"
"920","MK","2021-05","21 - 30","21 - 30"
"921","MK","2021-06","11 - 20","11 - 20"
"922","MK","2021-07","21 - 30","21 - 30"
"923","MK","2021-08","11 - 20","11 - 20"
"924","ML","2020-09","1 - 10","1 - 10"
"925","ML","2020-10","1 - 10","1 - 10"
"926","ML","2020-11","1 - 10","1 - 10"
"927","ML","2020-12","1 - 10","1 - 10"
"928","ML","2021-01","1 - 10","1 - 10"
"929","ML","2021-02","1 - 10","1 - 10"
"930","ML","2021-03","1 - 10","1 - 10"
"931","ML","2021-04","1 - 10","1 - 10"
"932","ML","2021-05","1 - 10","1 - 10"
"933","ML","2021-06","1 - 10","1 - 10"
"934","ML","2021-07","1 - 10","1 - 10"
"935","ML","2021-08","1 - 10","1 - 10"
"936","MN","2020-09","1 - 10","1 - 10"
"937","MN","2020-10","1 - 10","1 - 10"
"938","MN","2020-11","1 - 10","1 - 10"
"939","MN","2020-12","1 - 10","1 - 10"
"940","MN","2021-01","1 - 10","1 - 10"
"941","MN","2021-02","1 - 10","1 - 10"
"942","MN","2021-03","11 - 20","11 - 20"
"943","MN","2021-04","1 - 10","1 - 10"
"944","MN","2021-05","1 - 10","1 - 10"
"945","MN","2021-06","1 - 10","1 - 10"
"946","MN","2021-07","1 - 10","1 - 10"
"947","MN","2021-08","1 - 10","1 - 10"
"948","MO","2020-09","1 - 10","1 - 10"
"949","MO","2020-10","1 - 10","1 - 10"
"950","MO","2020-11","1 - 10","1 - 10"
"951","MO","2020-12","1 - 10","1 - 10"
"952","MO","2021-01","1 - 10","1 - 10"
"953","MO","2021-02","1 - 10","1 - 10"
"954","MO","2021-03","1 - 10","1 - 10"
"955","MO","2021-04","1 - 10","1 - 10"
"956","MO","2021-05","1 - 10","1 - 10"
"957","MO","2021-06","11 - 20","11 - 20"
"958","MO","2021-07","1 - 10","1 - 10"
"959","MO","2021-08","1 - 10","1 - 10"
"960","MQ","2020-10","1 - 10","1 - 10"
"961","MQ","2020-11","1 - 10","1 - 10"
"962","MQ","2020-12","1 - 10","1 - 10"
"963","MQ","2021-06","1 - 10","1 - 10"
"964","MR","2020-09","1 - 10","1 - 10"
"965","MR","2020-10","1 - 10","1 - 10"
"966","MR","2020-11","1 - 10","1 - 10"
"967","MR","2020-12","1 - 10","1 - 10"
"968","MR","2021-01","1 - 10","1 - 10"
"969","MR","2021-02","1 - 10","1 - 10"
"970","MR","2021-03","1 - 10","1 - 10"
"971","MR","2021-06","1 - 10","1 - 10"
"972","MR","2021-08","1 - 10","1 - 10"
"973","MT","2020-09","1 - 10","1 - 10"
"974","MT","2020-10","1 - 10","1 - 10"
"975","MT","2020-11","1 - 10","1 - 10"
"976","MT","2020-12","1 - 10","1 - 10"
"977","MT","2021-01","1 - 10","1 - 10"
"978","MT","2021-02","1 - 10","1 - 10"
"979","MT","2021-03","1 - 10","1 - 10"
"980","MT","2021-04","1 - 10","1 - 10"
"981","MT","2021-05","1 - 10","1 - 10"
"982","MT","2021-06","1 - 10","1 - 10"
"983","MT","2021-07","1 - 10","1 - 10"
"984","MT","2021-08","1 - 10","1 - 10"
"985","MU","2020-10","1 - 10","1 - 10"
"986","MU","2021-04","1 - 10","1 - 10"
"987","MU","2021-05","1 - 10","1 - 10"
"988","MV","2020-09","1 - 10","1 - 10"
"989","MV","2021-01","1 - 10","1 - 10"
"990","MV","2021-02","1 - 10","1 - 10"
"991","MV","2021-03","1 - 10","1 - 10"
"992","MV","2021-05","1 - 10","1 - 10"
"993","MV","2021-06","1 - 10","1 - 10"
"994","MV","2021-07","1 - 10","1 - 10"
"995","MV","2021-08","1 - 10","1 - 10"
"996","MW","2021-03","1 - 10","1 - 10"
"997","MW","2021-04","1 - 10","1 - 10"
"998","MW","2021-06","1 - 10","1 - 10"
"999","MX","2020-09","> 100","> 100"
"1000","MX","2020-10","> 100","> 100"
"1001","MX","2020-11","> 100","> 100"
"1002","MX","2020-12","> 100","> 100"
"1003","MX","2021-01","> 100","> 100"
"1004","MX","2021-02","> 100","> 100"
"1005","MX","2021-03","> 100","> 100"
"1006","MX","2021-04","> 100","> 100"
"1007","MX","2021-05","> 100","> 100"
"1008","MX","2021-06","> 100","> 100"
"1009","MX","2021-07","> 100","> 100"
"1010","MX","2021-08","> 100","> 100"
"1011","MY","2020-09","41 - 50","41 - 50"
"1012","MY","2020-10","41 - 50","41 - 50"
"1013","MY","2020-11","51 - 60","51 - 60"
"1014","MY","2020-12","51 - 60","41 - 50"
"1015","MY","2021-01","51 - 60","51 - 60"
"1016","MY","2021-02","31 - 40","31 - 40"
"1017","MY","2021-03","41 - 50","41 - 50"
"1018","MY","2021-04","51 - 60","51 - 60"
"1019","MY","2021-05","51 - 60","41 - 50"
"1020","MY","2021-06","51 - 60","51 - 60"
"1021","MY","2021-07","61 - 70","61 - 70"
"1022","MY","2021-08","61 - 70","61 - 70"
"1023","MZ","2020-09","1 - 10","1 - 10"
"1024","MZ","2020-10","1 - 10","1 - 10"
"1025","MZ","2020-11","1 - 10","1 - 10"
"1026","MZ","2020-12","1 - 10","1 - 10"
"1027","MZ","2021-04","1 - 10","1 - 10"
"1028","NC","2021-04","1 - 10","1 - 10"
"1029","NE","2020-12","1 - 10","1 - 10"
"1030","NE","2021-04","1 - 10","1 - 10"
"1031","NE","2021-05","1 - 10","1 - 10"
"1032","NG","2020-09","41 - 50","41 - 50"
"1033","NG","2020-10","71 - 80","71 - 80"
"1034","NG","2020-11","91 - 100","91 - 100"
"1035","NG","2020-12","91 - 100","81 - 90"
"1036","NG","2021-01","> 100","> 100"
"1037","NG","2021-02","> 100","> 100"
"1038","NG","2021-03","> 100","> 100"
"1039","NG","2021-04","> 100","> 100"
"1040","NG","2021-05","> 100","> 100"
"1041","NG","2021-06","> 100","> 100"
"1042","NG","2021-07","> 100","> 100"
"1043","NG","2021-08","> 100","> 100"
"1044","NI","2020-09","1 - 10","1 - 10"
"1045","NI","2020-10","1 - 10","1 - 10"
"1046","NI","2020-11","1 - 10","1 - 10"
"1047","NI","2020-12","1 - 10","1 - 10"
"1048","NI","2021-01","1 - 10","1 - 10"
"1049","NI","2021-02","1 - 10","1 - 10"
"1050","NI","2021-03","1 - 10","1 - 10"
"1051","NI","2021-04","1 - 10","1 - 10"
"1052","NI","2021-05","1 - 10","1 - 10"
"1053","NI","2021-06","1 - 10","1 - 10"
"1054","NI","2021-07","1 - 10","1 - 10"
"1055","NI","2021-08","1 - 10","1 - 10"
"1056","NL","2020-09","> 100","> 100"
"1057","NL","2020-10","> 100","> 100"
"1058","NL","2020-11","> 100","> 100"
"1059","NL","2020-12","> 100","> 100"
"1060","NL","2021-01","> 100","> 100"
"1061","NL","2021-02","> 100","> 100"
"1062","NL","2021-03","> 100","> 100"
"1063","NL","2021-04","> 100","> 100"
"1064","NL","2021-05","> 100","> 100"
"1065","NL","2021-06","> 100","> 100"
"1066","NL","2021-07","> 100","> 100"
"1067","NL","2021-08","> 100","> 100"
"1068","NO","2020-09","> 100","> 100"
"1069","NO","2020-10","> 100","> 100"
"1070","NO","2020-11","> 100","> 100"
"1071","NO","2020-12","> 100","> 100"
"1072","NO","2021-01","> 100","> 100"
"1073","NO","2021-02","> 100","> 100"
"1074","NO","2021-03","> 100","> 100"
"1075","NO","2021-04","> 100","> 100"
"1076","NO","2021-05","> 100","> 100"
"1077","NO","2021-06","> 100","> 100"
"1078","NO","2021-07","> 100","> 100"
"1079","NO","2021-08","> 100","> 100"
"1080","NP","2020-09","11 - 20","11 - 20"
"1081","NP","2020-10","11 - 20","11 - 20"
"1082","NP","2020-11","11 - 20","1 - 10"
"1083","NP","2020-12","11 - 20","11 - 20"
"1084","NP","2021-01","11 - 20","11 - 20"
"1085","NP","2021-02","1 - 10","1 - 10"
"1086","NP","2021-03","11 - 20","11 - 20"
"1087","NP","2021-04","11 - 20","11 - 20"
"1088","NP","2021-05","21 - 30","11 - 20"
"1089","NP","2021-06","11 - 20","11 - 20"
"1090","NP","2021-07","11 - 20","11 - 20"
"1091","NP","2021-08","11 - 20","11 - 20"
"1092","NZ","2020-09","41 - 50","41 - 50"
"1093","NZ","2020-10","51 - 60","51 - 60"
"1094","NZ","2020-11","41 - 50","41 - 50"
"1095","NZ","2020-12","31 - 40","31 - 40"
"1096","NZ","2021-01","21 - 30","21 - 30"
"1097","NZ","2021-02","21 - 30","21 - 30"
"1098","NZ","2021-03","41 - 50","41 - 50"
"1099","NZ","2021-04","41 - 50","41 - 50"
"1100","NZ","2021-05","31 - 40","31 - 40"
"1101","NZ","2021-06","31 - 40","31 - 40"
"1102","NZ","2021-07","41 - 50","41 - 50"
"1103","NZ","2021-08","31 - 40","31 - 40"
"1104","OM","2020-09","1 - 10","1 - 10"
"1105","OM","2020-10","1 - 10","1 - 10"
"1106","OM","2020-11","1 - 10","1 - 10"
"1107","OM","2020-12","1 - 10","1 - 10"
"1108","OM","2021-01","1 - 10","1 - 10"
"1109","OM","2021-02","1 - 10","1 - 10"
"1110","OM","2021-03","1 - 10","1 - 10"
"1111","OM","2021-04","1 - 10","1 - 10"
"1112","OM","2021-05","1 - 10","1 - 10"
"1113","OM","2021-06","1 - 10","1 - 10"
"1114","OM","2021-07","1 - 10","1 - 10"
"1115","OM","2021-08","1 - 10","1 - 10"
"1116","PA","2020-09","1 - 10","1 - 10"
"1117","PA","2020-10","1 - 10","1 - 10"
"1118","PA","2020-11","1 - 10","1 - 10"
"1119","PA","2020-12","1 - 10","1 - 10"
"1120","PA","2021-01","1 - 10","1 - 10"
"1121","PA","2021-02","1 - 10","1 - 10"
"1122","PA","2021-03","1 - 10","1 - 10"
"1123","PA","2021-04","1 - 10","1 - 10"
"1124","PA","2021-05","1 - 10","1 - 10"
"1125","PA","2021-06","1 - 10","1 - 10"
"1126","PA","2021-07","1 - 10","1 - 10"
"1127","PA","2021-08","1 - 10","1 - 10"
"1128","PE","2020-09","81 - 90","81 - 90"
"1129","PE","2020-10","71 - 80","71 - 80"
"1130","PE","2020-11","81 - 90","81 - 90"
"1131","PE","2020-12","71 - 80","71 - 80"
"1132","PE","2021-01","61 - 70","61 - 70"
"1133","PE","2021-02","61 - 70","61 - 70"
"1134","PE","2021-03","61 - 70","61 - 70"
"1135","PE","2021-04","71 - 80","71 - 80"
"1136","PE","2021-05","91 - 100","91 - 100"
"1137","PE","2021-06","91 - 100","91 - 100"
"1138","PE","2021-07","> 100","> 100"
"1139","PE","2021-08","91 - 100","91 - 100"
"1140","PF","2020-09","1 - 10","1 - 10"
"1141","PF","2020-10","1 - 10","1 - 10"
"1142","PG","2021-01","1 - 10","1 - 10"
"1143","PG","2021-03","1 - 10","1 - 10"
"1144","PH","2020-09","41 - 50","41 - 50"
"1145","PH","2020-10","41 - 50","41 - 50"
"1146","PH","2020-11","51 - 60","51 - 60"
"1147","PH","2020-12","41 - 50","41 - 50"
"1148","PH","2021-01","71 - 80","71 - 80"
"1149","PH","2021-02","51 - 60","51 - 60"
"1150","PH","2021-03","81 - 90","81 - 90"
"1151","PH","2021-04","91 - 100","91 - 100"
"1152","PH","2021-05","81 - 90","81 - 90"
"1153","PH","2021-06","61 - 70","61 - 70"
"1154","PH","2021-07","71 - 80","71 - 80"
"1155","PH","2021-08","81 - 90","81 - 90"
"1156","PL","2020-09","> 100","> 100"
"1157","PL","2020-10","> 100","> 100"
"1158","PL","2020-11","> 100","> 100"
"1159","PL","2020-12","> 100","> 100"
"1160","PL","2021-01","> 100","> 100"
"1161","PL","2021-02","> 100","> 100"
"1162","PL","2021-03","> 100","> 100"
"1163","PL","2021-04","> 100","> 100"
"1164","PL","2021-05","> 100","> 100"
"1165","PL","2021-06","> 100","> 100"
"1166","PL","2021-07","> 100","> 100"
"1167","PL","2021-08","> 100","> 100"
"1168","PR","2020-09","1 - 10","1 - 10"
"1169","PR","2020-10","1 - 10","1 - 10"
"1170","PR","2020-11","1 - 10","1 - 10"
"1171","PR","2020-12","1 - 10","1 - 10"
"1172","PR","2021-01","1 - 10","1 - 10"
"1173","PR","2021-02","1 - 10","1 - 10"
"1174","PR","2021-03","1 - 10","1 - 10"
"1175","PR","2021-04","1 - 10","1 - 10"
"1176","PR","2021-05","1 - 10","1 - 10"
"1177","PR","2021-06","1 - 10","1 - 10"
"1178","PR","2021-07","1 - 10","1 - 10"
"1179","PR","2021-08","1 - 10","1 - 10"
"1180","PS","2020-09","1 - 10","1 - 10"
"1181","PS","2020-10","1 - 10","1 - 10"
"1182","PS","2020-11","1 - 10","1 - 10"
"1183","PS","2020-12","11 - 20","11 - 20"
"1184","PS","2021-01","21 - 30","21 - 30"
"1185","PS","2021-02","1 - 10","1 - 10"
"1186","PS","2021-03","1 - 10","1 - 10"
"1187","PS","2021-04","1 - 10","1 - 10"
"1188","PS","2021-05","11 - 20","11 - 20"
"1189","PS","2021-06","11 - 20","11 - 20"
"1190","PS","2021-07","1 - 10","1 - 10"
"1191","PS","2021-08","11 - 20","11 - 20"
"1192","PT","2020-09","61 - 70","61 - 70"
"1193","PT","2020-10","61 - 70","61 - 70"
"1194","PT","2020-11","71 - 80","61 - 70"
"1195","PT","2020-12","61 - 70","61 - 70"
"1196","PT","2021-01","71 - 80","61 - 70"
"1197","PT","2021-02","71 - 80","61 - 70"
"1198","PT","2021-03","61 - 70","61 - 70"
"1199","PT","2021-04","71 - 80","71 - 80"
"1200","PT","2021-05","61 - 70","61 - 70"
"1201","PT","2021-06","71 - 80","71 - 80"
"1202","PT","2021-07","51 - 60","51 - 60"
"1203","PT","2021-08","61 - 70","61 - 70"
"1204","PY","2020-09","1 - 10","1 - 10"
"1205","PY","2020-10","11 - 20","11 - 20"
"1206","PY","2020-11","11 - 20","11 - 20"
"1207","PY","2020-12","11 - 20","11 - 20"
"1208","PY","2021-01","1 - 10","1 - 10"
"1209","PY","2021-02","1 - 10","1 - 10"
"1210","PY","2021-03","1 - 10","1 - 10"
"1211","PY","2021-04","1 - 10","1 - 10"
"1212","PY","2021-05","1 - 10","1 - 10"
"1213","PY","2021-06","1 - 10","1 - 10"
"1214","PY","2021-07","1 - 10","1 - 10"
"1215","PY","2021-08","1 - 10","1 - 10"
"1216","QA","2020-09","1 - 10","1 - 10"
"1217","QA","2020-10","1 - 10","1 - 10"
"1218","QA","2020-11","1 - 10","1 - 10"
"1219","QA","2020-12","1 - 10","1 - 10"
"1220","QA","2021-01","1 - 10","1 - 10"
"1221","QA","2021-02","1 - 10","1 - 10"
"1222","QA","2021-03","11 - 20","11 - 20"
"1223","QA","2021-04","1 - 10","1 - 10"
"1224","QA","2021-05","1 - 10","1 - 10"
"1225","QA","2021-06","1 - 10","1 - 10"
"1226","QA","2021-07","1 - 10","1 - 10"
"1227","QA","2021-08","1 - 10","1 - 10"
"1228","RE","2020-09","1 - 10","1 - 10"
"1229","RE","2020-10","1 - 10","1 - 10"
"1230","RE","2020-11","1 - 10","1 - 10"
"1231","RE","2020-12","1 - 10","1 - 10"
"1232","RE","2021-01","1 - 10","1 - 10"
"1233","RE","2021-02","1 - 10","1 - 10"
"1234","RE","2021-03","1 - 10","1 - 10"
"1235","RE","2021-04","1 - 10","1 - 10"
"1236","RE","2021-05","1 - 10","1 - 10"
"1237","RE","2021-06","1 - 10","1 - 10"
"1238","RE","2021-07","1 - 10","1 - 10"
"1239","RE","2021-08","1 - 10","1 - 10"
"1240","RO","2020-09","71 - 80","71 - 80"
"1241","RO","2020-10","71 - 80","71 - 80"
"1242","RO","2020-11","> 100","91 - 100"
"1243","RO","2020-12","81 - 90","81 - 90"
"1244","RO","2021-01","> 100","> 100"
"1245","RO","2021-02","71 - 80","71 - 80"
"1246","RO","2021-03","91 - 100","91 - 100"
"1247","RO","2021-04","61 - 70","61 - 70"
"1248","RO","2021-05","71 - 80","71 - 80"
"1249","RO","2021-06","81 - 90","81 - 90"
"1250","RO","2021-07","61 - 70","61 - 70"
"1251","RO","2021-08","91 - 100","91 - 100"
"1252","RS","2020-09","41 - 50","41 - 50"
"1253","RS","2020-10","31 - 40","31 - 40"
"1254","RS","2020-11","41 - 50","41 - 50"
"1255","RS","2020-12","51 - 60","51 - 60"
"1256","RS","2021-01","51 - 60","51 - 60"
"1257","RS","2021-02","51 - 60","51 - 60"
"1258","RS","2021-03","71 - 80","71 - 80"
"1259","RS","2021-04","51 - 60","51 - 60"
"1260","RS","2021-05","61 - 70","61 - 70"
"1261","RS","2021-06","71 - 80","71 - 80"
"1262","RS","2021-07","41 - 50","41 - 50"
"1263","RS","2021-08","31 - 40","31 - 40"
"1264","SE","2020-09","> 100","> 100"
"1265","SE","2020-10","> 100","> 100"
"1266","SE","2020-11","> 100","> 100"
"1267","SE","2020-12","> 100","> 100"
"1268","SE","2021-01","> 100","> 100"
"1269","SE","2021-02","> 100","> 100"
"1270","SE","2021-03","> 100","> 100"
"1271","SE","2021-04","> 100","> 100"
"1272","SE","2021-05","> 100","> 100"
"1273","SE","2021-06","> 100","> 100"
"1274","SE","2021-07","> 100","> 100"
"1275","SE","2021-08","> 100","> 100"
"1276","SI","2020-09","21 - 30","21 - 30"
"1277","SI","2020-10","31 - 40","31 - 40"
"1278","SI","2020-11","31 - 40","21 - 30"
"1279","SI","2020-12","31 - 40","31 - 40"
"1280","SI","2021-01","31 - 40","31 - 40"
"1281","SI","2021-02","41 - 50","41 - 50"
"1282","SI","2021-03","41 - 50","41 - 50"
"1283","SI","2021-04","31 - 40","31 - 40"
"1284","SI","2021-05","31 - 40","31 - 40"
"1285","SI","2021-06","21 - 30","21 - 30"
